prompt,completion
"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",neutral
You also say that I am participating in a high-tech lynching. Isn't that what you did when you put SamuraiClinton on RFA?,neutral
I noticed you removed Pero Defformero from the list of folk metal bands and artists. What is the problem with this band?,impolite
"JJG, I am reading books on the issue and gathering sources. Ixb4m finishing another one today, so I touth about asking you which ones would you recoment me?",neutral
"Sorry, I was wondering if the are related to each other or separate organizations? Also is there a difference between North Twillingate and Twillingate?",polite
"Mattisse hun, you haven't been on wiki for a couple of weeks.  Are you ok?",polite
I'll add that to the others. Will that work?,neutral
"In addition to xe1 xe2 xe3 xe0 xe7 xe9 xea xed xf3 xf4 xf5 xfa, I noticed that Portuguese uses - in the middle of words. When do you use -?",neutral
Why haven't you submitted the diet to GA?  And when are you going for FAC?,neutral
I've searched my e-mail and can't find anything. Was there an earlier note about this on-wiki somewhere?,polite
Hardly. Does the <url> exercise executive control over Northern Ireland?,impolite
WOW. PLEASE tell me that this will be going to FAC?,neutral
Thank you ''very much'' for partaking in my effort to have a listing of stable article revisions. How do you suggest we get this project off the ground?,neutral
"Thanks for reverting <url> - that was actually me, unlogged in. OK if I re-revert?",polite
Stephen's solution certainly isn't optimal. Fancy giving me a basic rundown on the problem here and I'll see if I can devise a more elegant one?,neutral
"I am assuming that I need libgtkembedmoz.so, but I don't know where to find it. What does that mean?",neutral
Alright then!?,neutral
"Thank you for your comments. May I refer you to <url>, where I think you will find the sort of criticism section that you are looking for?",impolite
"I am bewildered as to why anyone should think that they are ""representatives of the people"". They are not elected, chosen, delegated, or in any other way appointed by the people: how are they representatives of the people?",neutral
But how many of them have Wikipedia articles and pass <url> and <url>? How many of them are located ''in the boundaries of the CDP'' or ''are associated with the CDP''?,neutral
I dislike feuds. What to do?,neutral
I tried to make some improvements to the article. What do you think?,polite
Ahhhh... My apologies. You wouldn't be using the google toolbar perchance?,neutral
<url> was a bit bad form. Think twice before you do it again?,impolite
"Ok, so you have successfully logged in??",neutral
"Hi, what are the technical steps to withdraw a nomination to delete a category? Or more specifically, what template did you use to withdraw your nomination?",neutral
Where did you learn English? How come you're taking on a third language?,neutral
Posted to <url>.  What category are you talking about?,neutral
"When I find 20 sources calling an Individual Armenian including TURKISH, the NYT and Time's article are presented in a dubious manner, how can I bey considered aggressive? It is the duty of every editor and admin to weed out Original research and dubious citations, no?",impolite
"I notice that your userpage announces that this is an alternate account and won't get involved in policy. Did you always have that attitude, or is it since December last year?",impolite
Why do you have a problem with the inclusion of Lady Bristol's persona prior to her 2nd marriage? And to the inclusion of Somerset's son-in-law?,impolite
"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy.  What are you talking about?",impolite
"If I were to find information on the typical age of instance for hyperparthyroism/OFC, what section would that fall under? Epidemology?",neutral
